text,time,channel,label
The only person who pays for Tarrifs is YOU AND ME...,1 month ago,The Late Show with Stephen Colbert,
Porque sera que o Trump s? escolhe imbecis para trabalhar com ele,1 month ago,The Late Show with Stephen Colbert,
ghosts.... hmmm  wonder if that was a mistranslation knowing what one of the Chinese words for Caucasian people is,1 month ago,The Late Show with Stephen Colbert,
Stephen what is dumb is USA Presidents who were really incompetent in the past. It is time USA demanded its pound of bite,1 month ago (edited),The Late Show with Stephen Colbert,
"Americans are entertainers. We Canadians look on the bright side of this, this sparks a fire in us that will continue to drive our dependency now and in the future from the States. The USA is going the same way of the Fall of the Roman Empire.",1 month ago,The Late Show with Stephen Colbert,
Eat the rich,1 month ago,The Late Show with Stephen Colbert,
Zero respect for Stephen after his fanboy treatment of trudeau on his show.,1 month ago,The Late Show with Stephen Colbert,
I like this freedom of speech,1 month ago,The Late Show with Stephen Colbert,
"The US became a betrayer, the most hated and less trustworthy country in the world under Cheeto. Can¡¯t trust a single word, a single thing from the US now. In fact, US citizens shouldn¡¯t trust their own government either.",1 month ago,The Late Show with Stephen Colbert,
"Egg prices are high...
Meanwhile there are many chickens in the GOP.",1 month ago,The Late Show with Stephen Colbert,
"Of course it's always Biden's fault.  You can't use that excuse for ever you sick orange man! Please Americans, don't accept this. I don't live anywhere near, but I am terrified for you.",1 month ago,The Late Show with Stephen Colbert,
"Love, love, love, "" Which hole do the nuggets come out?""",1 month ago,The Late Show with Stephen Colbert,
Trump is the potash po' ass. Canada produces the potash for agricultural fertilizer. Duh all day!!!,1 month ago,The Late Show with Stephen Colbert,
Trump is awesome,1 month ago,The Late Show with Stephen Colbert,
Cluck you secretary Rollins.,1 month ago,The Late Show with Stephen Colbert,
T for Trump... T for TRAITOR!,1 month ago,The Late Show with Stephen Colbert,
Trump is your dumbest presidentCosta Rica here,1 month ago (edited),The Late Show with Stephen Colbert,
"Chicken? I can build a coop next to my barn where I keep my mule to ride to my job picking fruits & vegetables. Republicans bringing the Middle Ages back! F Trump, Musk, & MAGA!!!",1 month ago,The Late Show with Stephen Colbert,
TDS is strong in this video.,1 month ago,The Late Show with Stephen Colbert,
"Donnie D-Bag destroying America.  
Red states suffering.",1 month ago,The Late Show with Stephen Colbert,
April 2nd is my birthday! Worst birthday gift ever!,1 month ago,The Late Show with Stephen Colbert,
Whats this odd laughing next to the camera?,1 month ago,The Late Show with Stephen Colbert,
Why do the trump admin members all talk loud and sound like idiots?,1 month ago,The Late Show with Stephen Colbert,
Dont PokeTheBeaver !!,1 month ago,The Late Show with Stephen Colbert,
"YouTube Korea in Korea is self-censored and deleted if you say the truth because so many Chinese and leftists work there. No matter how many times I delete and re-create my account, I can't say the truth. Please investigate YouTube Korea's censorship process and bias. Please. YouTube Korea is so rotten and under Chinese control. Please help us. We can't even say the truth about China that isn't disparaging or hateful, and all right-wing content is censored and deleted and is ruining the country. Please help Korea!!!!! YouTube Korea is clearly worked by Chinese and Korean people, and because of that, it has become a platform where it's impossible to say the truth. Please help us!!!!!!",1 month ago,The Late Show with Stephen Colbert,
"That¡¯s funny cause the millennials lost trust in the industrial food system a long time ago and have been producing their own food in droves over boomers and gen x. My family has had chickens now for 3 years. I¡¯m pulling 2 dozen eggs a week out of my coop and only half my birds are laying right now. Haven¡¯t even noticed the egg price increase. As much as I absolutely HATE Donald Trump, I¡¯m hoping the changes he¡¯s making pushes people to be more self sufficient.",1 month ago,The Late Show with Stephen Colbert,
"The expression is ""smooth move, ex-lax"".",1 month ago,The Late Show with Stephen Colbert,
"Je prie Dieu pour vous prot?ger et vous aide dans votre travail car vous ?tes si extraordinaire, vous nous apportez  le rire malgr? la gravit? de la situation dans laquelle nous sommes. Bon courage et grand respect,  Monsieur.",1 month ago,The Late Show with Stephen Colbert,
"8:17 ""Let them raise chickens"" is the new ""Let them eat cake""",1 month ago,The Late Show with Stephen Colbert,
"Hi Stephen, remember when you ran that segment called ""The Vax-Scene""? We truly do not care about anything you say.",1 month ago,The Late Show with Stephen Colbert,
The last time a president of the states went this crazy with the tariffs was in the 1930s and it started the great depression get ready for tumbleweeds and soup lines under Trump,1 month ago,The Late Show with Stephen Colbert,
He¡¯s not gambling. He¡¯s a billionaire. He doesn¡¯t care.,1 month ago,The Late Show with Stephen Colbert,
The orange president Trumpkin has gone insane.,1 month ago,The Late Show with Stephen Colbert,
Was that Free Man In Paris?,1 month ago,The Late Show with Stephen Colbert,
Trump can go  chok his chicken,1 month ago,The Late Show with Stephen Colbert,
"The effect is a worldwide boycot of america.
They can finally be happy.",1 month ago,The Late Show with Stephen Colbert,
This will end badly for D.T. he will feel everything he has caused the people to go through,1 month ago,The Late Show with Stephen Colbert,
Wonder if he bled the casinos dry after they ceased being useful for money laundering.,1 month ago,The Late Show with Stephen Colbert,
"All People Protest This, Take To The Streets, Raise Your Voices, Raise Yourselves, Get Seen and Get Heard Together ?",1 month ago,The Late Show with Stephen Colbert,
"What is happening!!!???, America has become a chicken business and no one can afford eggs, farmers will have no resources, How is this all going to continue!!!??? How can we stop what is happening??? With D.T. in the W.H.???",1 month ago,The Late Show with Stephen Colbert,
"The chicken hotline part --- sooo funny!! Thank you, I really needed that laugh.",1 month ago,The Late Show with Stephen Colbert,
America claims to have won the cold war but they are the one`s under Putin`s control with his Puppet Trump. ????????????????????????????  No war just strings.,1 month ago,The Late Show with Stephen Colbert,
"He is slowly trying to turn the USA in the Russian economy where all manufacturing is only for the Russian market and zero exports. The Russian model was to be self sufficient and centrally controlled, with little or no reliance of external trade. This has led to outdated technology, much lower quality due to the lack of competition and questioning, a lack of modern branding design and marketing. Manufacturing has basically been ignored unless it is for military and energy. External supply chains for Russian are weak and they are not at the international standards. This is next for the USA it seems. Putins vision in Trumps eyes. The plan is to steal as much money as possible while in control and get out, leaving a mess behind him, just as he manages his businesses.",1 month ago,The Late Show with Stephen Colbert,
You have to ask: What does a 'pause' in tariffs even mean? Are they on? Or off? Businesses need to make decisions and they can't do that without certainty. The constant flip-flopping is damaging.,1 month ago,The Late Show with Stephen Colbert,
No woman on menopause ever was that unreasonable.,1 month ago,The Late Show with Stephen Colbert,
There is a simple solution to the egg prices... just learn to live with less eggs,1 month ago,The Late Show with Stephen Colbert,
"The opposition is spineless in that country . Any person with 2 fingers of intelligence and dignity would leave or not attend the session when Trump talked. Politician are rotten in USA. If people don¡¯t do anything, they will sink.",1 month ago (edited),The Late Show with Stephen Colbert,
$700 for a chicken sounds retarded to the point it's most certainly not true.,1 month ago,The Late Show with Stephen Colbert,
Euro is rising big time,1 month ago,The Late Show with Stephen Colbert,
Probably even water will get more expensive when Canada turns off the big tap!,1 month ago,The Late Show with Stephen Colbert,
"Renting chicken's???!!!;??????

So THAT more bird flu and other cross bred influenzas can manifest and spread???

AMERICA is really GOING STUPID AF!!! F...... UNBELIEVABLE!",1 month ago,The Late Show with Stephen Colbert,
horrible job presidente trump. now Honda jaguar Mercedes Ben's Nissan all now plan to build in america bringing thousands of jobs,1 month ago,The Late Show with Stephen Colbert,
"46 days, thats how long, whats term limits ? 4 years?",1 month ago,The Late Show with Stephen Colbert,
"have fun, how long does it take to grow a crop. have fun.",1 month ago,The Late Show with Stephen Colbert,
"Trump came with a solid but questionable reputation, honestly I didnt expect him throw it out day one and make himself look like an idiot. Way to ridicule yourself signing tariffs and pausing it the next day, dont you have anything better to do?",1 month ago,The Late Show with Stephen Colbert,
"6:14 It is not true that the Chinese people have never feared ghosts. Ghosts are a significant part of Chinese culture and folklore, and also relate to ancestor worship.",1 month ago,The Late Show with Stephen Colbert,
Russia here. President Putin says he will be getting Alska back.   Its sale to the U.S. was illegal. It¡¯s handy for us. At a pinch reachable by row boat.,1 month ago,The Late Show with Stephen Colbert,
"Trump needs to hit the road Jack .
Donald got Dementia, ADHD, Biopolar switch personality. He has zero clue about policy and budget. All he knows if money scheme and fraud. Just like the bitcoin scam that his supporters got scammed millions.  Do not join of sign any appsbthat involve money once you put that in your NOT getting back it goes to the other side of the country in foreign languages/ writing.  To many idiots by into ceo and famous people apps and so on.  Is all financial gain and they would do anything to get rich by scamong their fans and supporters. Dont me fool or tricked be smart do not invest with the rich. Save guard your money.",1 month ago,The Late Show with Stephen Colbert,
In Ukraine we call him Tromb  in ukrainian it means blood clot,1 month ago (edited),The Late Show with Stephen Colbert,
"That was the most fun I had for a long time. Absolutely hilarious. ""Hates it when I turn the key""",1 month ago,The Late Show with Stephen Colbert,
"Trumps fair and reasonable, and Jeffery Dahmer was kind to animals......  WTF",1 month ago,The Late Show with Stephen Colbert,
"https://youtu.be/5umiMThrlsA?si=v1y3UzVt5auw16-i

A documentary that shows just how in Putin's pockets trump actually is",1 month ago,The Late Show with Stephen Colbert,
did the band play joni mitchell - free man in paris? good taste guys,1 month ago,The Late Show with Stephen Colbert,
As a Canadian i definitely avoiding buying US products when at all possible. Especially after the way trump has been treating the Ukraine.,1 month ago,The Late Show with Stephen Colbert,
American booze is no longer for sale in most if not all provinces in Canada. It looks like yelling and swearing at PM Trudeau didn't work so well. Ludnick is lying; he was on the phone with Premier Ford begging him to reconsider the non-tariff measures he is taking (pulling US booze off of shelves and threatening to cut off electricity to American states). The great farmers will have a sweet time growing those crops without Canadian potash...,1 month ago (edited),The Late Show with Stephen Colbert,
Eggs organic 6 dollars in Ireland?,1 month ago,The Late Show with Stephen Colbert,
Trumpf telling weary and sweating farmers to have FUN! This American leader is surely and rudely dumb.Kenyan watchtower>>,1 month ago,The Late Show with Stephen Colbert,
I wasn't expecting a deep dive into the economics of chicken rental.,1 month ago,The Late Show with Stephen Colbert,
trumpet probably think pause is paws ?,1 month ago,The Late Show with Stephen Colbert,
WATER ! !!,1 month ago,The Late Show with Stephen Colbert,
Benedict DonOld betrayed America.,1 month ago,The Late Show with Stephen Colbert,
6:00 shoulda said defcorn 5,1 month ago,The Late Show with Stephen Colbert,
I can't afford chicken eggs anymore. Had to downgrade to cheaper sturgeon eggs.,1 month ago,The Late Show with Stephen Colbert,
"Our candidate at presidency (Romania) who won first election tour had same speech as Trump - consume only romanian things and nationalist things like that. The elections were cancelled  because he declared zero money spent on electoral campaign and other shady things like meeting aliens. This was in november-december 2024. Today we know he is connected to russia and al sorts of dangerous people. He still has some cult members that might vote for him when we hold elections again, if he is let to compete. I think Trump made a deal with ""the devil"" and that's why he acts like this. He's going to bring either russia everywhere or the 3rd ww. You guys in America are the only ones that can save America and the relationship that we have with you! If Romania was able to rise after what happened in november and find out so many many many things about this group that was waiting in the dark for at least 35 years, so can you fix America!",1 month ago,The Late Show with Stephen Colbert,
Canadian here... there is 1 thing we can thank Trump for... Canadian provinces have  banded together and are opening inter provincial trade like we have not had before.  the provinces have forgotten our petty squabbles and are fighting the evil amerinazzi Trump,1 month ago,The Late Show with Stephen Colbert,
Amazing show.,1 month ago,The Late Show with Stephen Colbert,
"Dumb woman doesn't understand that there are more municipalities the prohibit chickens.. They're filthy, dirty birds and they STINK.",1 month ago,The Late Show with Stephen Colbert,
I will NEVER understand why billionaires need tax cuts. It¡¯s an insult to all of us. They should pay the highest percentage.,1 month ago,The Late Show with Stephen Colbert,
"trump '""fair and reasonable"". ? When has trump ever been fair and reasonable ?",1 month ago,The Late Show with Stephen Colbert,
"Lots and lots of talk but you never go after the bastards who voted for him
Time to hear from these good souls lotsa folks still cheering.",1 month ago,The Late Show with Stephen Colbert,
"That ""none of that pause stuff"" didn't age well did it lol.",1 month ago,The Late Show with Stephen Colbert,
"When Canada runs out of patience, you know done effed up!",1 month ago,The Late Show with Stephen Colbert,
Pay more. Shut up.     Was some of the hardest lol I've had recently,1 month ago,The Late Show with Stephen Colbert,
A show trying to destroy it's own country.. wow.. you really have to double down on being a traitor to work there,1 month ago,The Late Show with Stephen Colbert,
Its not pathetic its america,1 month ago,The Late Show with Stephen Colbert,
Business owners must be pulling their hair out over these tariffs. HE ALREADY DELAYED THEM AGAIN,1 month ago,The Late Show with Stephen Colbert,
"Just a thought.. when the market sways, the fears rise and the stock prices fall.. will people run for crypto? Will that benefit Mr president and his dear friend? Just wondering",1 month ago,The Late Show with Stephen Colbert,
Well the Bible prediction is  biggest economy will fail and the people will go back to bartering i am sure you can work out which country it is,1 month ago,The Late Show with Stephen Colbert,
Bring it on Mr. Trump .. bring it on .. before tariffs last week .. in rural Atlantic Canada .. a dozen large brown eggs cost me $3.60 (Canadian) a carton .. since the tariff stared due to an abundance of production .. the price of the same carton of eggs here is now reduced to $2.40 a dozen .. oh the hardship .. oh the pain .. oh the humanity .. Oh Canada .. (:)),1 month ago,The Late Show with Stephen Colbert,
"Trump can be called ""Reverse President"", or ""Pause President"", or ""Motormouth President"". His favourite word in his second term is 'tariff'. His tariff tanks the stock and he pause it. Not only this, his right-hand man, Elon Musk, who know nothing about governance also face tanking of his Tesla stock. He is a round peg in a square hole. Musk want to pause the tariff because his Tesla stock is in tailspin fall. One really don't know what these two fellows (felon) will do with the US. They are leading US to depression. Every price is going up, obviously. Abraham Lincoln once said that ""half of Americans are wise"" is turning out to be true. First of all you chose a convicted person as president for the first time in US history. Now you cannot cry. He will lead US to the drain. He is biting more than he can chew. Trade war with every nation. Pausing of tariff will not do. The damage has been done. Canada and Mexico are doing business with China and EU and Asia bypassing US. So, enjoy the coming 4 years. This is the beginning, see what is in store for future. F**king MAGA !!!!!",1 month ago,The Late Show with Stephen Colbert,
There were 96 standing ovations for a grand total of 25 minutes 46 seconds. WHAT THE FUCK!? ???¡Ï?,1 month ago,The Late Show with Stephen Colbert,
"I don't know who makes me laugh more...Russell Peters or Donald Trump. Either way, it's good that my president Claudia is smart, prudent and coherent. This was the perfect opportunity for the three amigos 3 countries to join forces to stop China...but no...Trump's arrogance had to come out. When will America wake up? 3:11",1 month ago,The Late Show with Stephen Colbert,
"Gee,where is thecomedy here?",1 month ago,The Late Show with Stephen Colbert,
Trump needs to get rid of ignorant jerk like this. Please get rid of him.,1 month ago,The Late Show with Stephen Colbert,
"Q: Which came first the chicken or the egg?   ???

A: The Rooster.",1 month ago,The Late Show with Stephen Colbert,
So you have plenty of eggs you can suck on. Got it.,1 month ago,The Late Show with Stephen Colbert,
Not in Ontario,1 month ago,The Late Show with Stephen Colbert,
I live in the city in New Brunswick. I had to pay 4.97 CAD for 12.,1 month ago,The Late Show with Stephen Colbert,
.. I live in Nova Scotia close to the NB border .. eggs at Sobeys or Walmart or Superstore in Amherst today were a buck cheaper than what you are paying .. I get my eggs locally over near Parrsboro (not at the Coop) .. not sure why you are paying as much as you are .. but still way cheaper than what our friends and family in the US are dishing out .. have heard (unverified) stories of over twelve dollars a dozen in Florida ..,1 month ago,The Late Show with Stephen Colbert,
".. Sorry to hear that .. I'm from Nova Scotia and feeling sad for you .. but not as sad as I feel for our American friends and family .. sounds like you might live in the Greater Toronto area .. but it is not all bad in Ontario compared to US .. my sister lives near Chatham and told me this morning that she was paying $3.79 a dozen at a local market this morning .. the people I get my eggs from are most certainly making a statement at $2.40 a carton and I fully expect eggs to go up to the regular $3.60 in a few weeks but seriously doubt ""Old"" Bone Spurs tariff game will cause them go up much, if any, farther .. but just in case .. when I heard the US election results .. I invested in a couple dozen layer chicks and fully expect them to be producing by time the snow is gone down east ..",1 month ago,The Late Show with Stephen Colbert,
"The level of lies in the GOP is only matched by the level of ignorance.  
The national debt could be erased in no time flat if Republicans had to pay $1 every time they lied.
How many U.S. citizens even HAVE a back yard? 
It's just a  ... ahem ... ""cluster-cluck"" of the highest order.",1 month ago,The Late Show with Stephen Colbert,
Eggs have skyrocketed since Trump took office.,1 month ago,The Late Show with Stephen Colbert,
"I quite Netflix, Disney, prime and YouTube premium. America, WE ARE DONE! We grew up watching your programs... You are cheating that's not who you are! Not honor, no decency bs!",1 month ago (edited),The Late Show with Stephen Colbert,
"D'ump is such a dope. Locally, the ominous price of eggs was $2.15 a dozen until last week, when, surprise, the bird flu hit the local chicken farms. IOW: No, you blithering D'umpster fire. Biden had not-a-thing to do with egg prices. IASSOTS.",1 month ago,The Late Show with Stephen Colbert,
"Here from Europe. At the beginning I really thought Trump was there by mistake, but after the second election I'm sure that the majority of the Americans support the clown. Nobody asked america to finance anything, they wanted to be the world's leader and that comes with a price. I'm happy their interventionist policies are done. King down, it's time for Europe to become stronger.",1 month ago,The Late Show with Stephen Colbert,
How many eggs does trump lay,1 month ago,The Late Show with Stephen Colbert,
Howard¡¯s gunna run,1 month ago,The Late Show with Stephen Colbert,
"Henterprise, we'll pick you cluck.
Henterprise, we'll pluck you up!
LOL (sighs)
I'll go to the bad Spoony corner now..",1 month ago,The Late Show with Stephen Colbert,
"OH, what A disaster for a president that's screwed up",1 month ago,The Late Show with Stephen Colbert,
You'd have to tie me up and gag me to get me to look at Trump's State of the Union Address.,1 month ago,The Late Show with Stephen Colbert,
"Let me Google that for you ... sorghum: a widely cultivated cereal native to warm regions of the Old World. It is a major source of grain and of feed for livestock.
US: a syrupy sweetener made from a type of sorghum.",1 month ago,The Late Show with Stephen Colbert,
"Trump and Musk are just ""playing"" with Canada.  Tariffs - start Tuesday....oh,  now we will change that to a month from now....start then stop 2 days later....with another month extension.... Forget it - ""game on""....   I think that they are deliberately creating confusion so that every time the stock market dives - they are shopping the stock market and getting richer.",1 month ago,The Late Show with Stephen Colbert,
"Lol, you never call it dumb when it is only China, but when it applied to other countries, you call it dumb",1 month ago,The Late Show with Stephen Colbert,
"Trump tariffs: for insiders to selectively short equity positions shortly before announcement of tariffs; to close shorts and build long positions before tariffs are paused? SEC, are you listening? There can be no other logic agenda behind Trump's tariff terror.",1 month ago,The Late Show with Stephen Colbert,
"Trumpflation is up to the roof, for your holidays why dont you, my American friends visit our beautiful and inexpensive Canada. From the grandiose beautiful coastal road of Nova Scotia to the Montr?al night lifex and culture scene (the X wasnt a mistake), right in the middle of the Canadian Rockies, visit the splendid Okanagan valley for the best wines and spirits in North America, our millions of lakes & fish wait for you .Good lord, we even have more bald eagle than USA, they're everuwhere. Sorry, you wont see Putin & friends around but a variety of poutines with real unpasterized cheese and real beers. Life can be cheap in Canada; 30 eggs for 9.99 Canadians dollars at Super-C, its 6,98 in U$(google it !). Oh, and the cannabis, dont forget the legal recreational cannabis coast to coast.",1 month ago,The Late Show with Stephen Colbert,
"Stephen, stop stress eating.",1 month ago,The Late Show with Stephen Colbert,
"WACH MARY TRUMP MEDIA
Very informative, she knows him well",1 month ago,The Late Show with Stephen Colbert,
"By the way, canada has 20per cent of the world's fresh water. Keep that fact confidential.",1 month ago,The Late Show with Stephen Colbert,
"Yes, the United States exports sorghum to China, and China is the top market for U.S. sorghum. 

In 2023, the U.S. exported $1.18 billion worth of sorghum, with China being the main destination. 
In the 2023-24 marketing year, 94% of U.S. sorghum shipments went to China. 
In 2021-22, China was the top market for U.S. sorghum, accounting for nearly 90% of total exports. 
The U.S. Department of Agriculture predicts that the U.S. will account for 56% of all sorghum exports in 2024-25. 
The U.S. is the world's top exporter of sorghum, and China is the main importer. However, China has been diversifying its sources for farm imports, including buying more soybeans from Brazil and Argentina. 
The U.S. primarily grows sorghum in the Southern Plains.",1 month ago,The Late Show with Stephen Colbert,
"I forgot this guy existed, and started wondering what these unfunny shows are saying. So, yeah, these shows are still unfunny and still nothing to contribute ????",1 month ago (edited),The Late Show with Stephen Colbert,
Fast,1 month ago,The Late Show with Stephen Colbert,
A friend suggested that Canada should have turned off the power for the duration of the speech.,1 month ago,The Late Show with Stephen Colbert,
"6:40 I'm quite certain the price of eggs became inflated due to Avian Flu, which Pres. Biden wasn't at fault for and probably did whatever the Federal Government could do to address in terms of funding & so forth. I think Pres. Biden did a pretty good job with the economy and left it in pretty decent shape, the statistics seem to suggest that as well in various metrics, including the unemployment rate. Generally speaking, I hope Pres. Biden is remembered as having tried to do his best for America, and succeeded in many respects, during very tough times politically speaking as well. In his twilight years, I hope he can find some peace out there in his local town, cruising around in his C2 Corvette (where safe) or engaged in some other leisure activity, without stressing out too much about things, although it must be difficult not to at times.",1 month ago (edited),The Late Show with Stephen Colbert,
Hey #potus . Are you really going to blame Biden for the price of eggs skyrocketing?  You really are a dumbass aren't you?,1 month ago,The Late Show with Stephen Colbert,
"I know republicans want to go back in time, but I choose not to go back to a time where we have to raise our own food.",1 month ago,The Late Show with Stephen Colbert,
Please. No shaming of doge hens!!! Be civil.,1 month ago,The Late Show with Stephen Colbert,
expected turn-key to lead to a thanksgivning joke,1 month ago,The Late Show with Stephen Colbert,
Trump¡¯s remark ¡°Bankruptcy laws have been very good to me¡± lends credence to allegations he¡¯s been laundering money for the Russian mob and a Russian asset for 4 decades. As does burning America¡¯s top asset in Russia during his first month of his first term in office.,1 month ago,The Late Show with Stephen Colbert,
"Canada has been harassed by US food industrial complex over supply management of dairy and poultry, and while it does keep prices higher, in a time of stress from Bird Flu, Canadian supply management has delivered exactly that, (supply management) and we are not facing the same shortages of supply.
I say we offer to GIVE Americans 10% of our supply at cost for the next year, and in return they agree to not lecture us on how we need to open up these markets to their products for the next 50 years.",1 month ago,The Late Show with Stephen Colbert,
"History always remembers bad presidents, but never remembers the societies that elected them.",1 month ago,The Late Show with Stephen Colbert,
"If I were to start a chicken rental company I'd call it ""Cluck Off""",1 month ago,The Late Show with Stephen Colbert,
"Don't worry, no tequila, there is always Russian Vodka available by the Convict, First Lady Musk, Lapdog Vance, and the rest of the Republican party. Thank you, Comrades.",1 month ago,The Late Show with Stephen Colbert,
"Uruguay, South America Happy to live 15 thousand kilometers away, 10 thousand miles for Americans, and have all the state public services and a social system opposite to the American one, I hope Trump does not read my comment, Because he will think that we are a communist banana republic and he will ask Russia to invade us.",1 month ago,The Late Show with Stephen Colbert,
"Stock market down 0ver 2100 points in the last 30 days. Trump said Biden would crash the market but he was just ""projecting"" again.",1 month ago,The Late Show with Stephen Colbert,
"How are the farmers supposed to grow anything when Trump cut off farm subsidies? And further more, if they do grow things, who's gonna pick them? Jeez, this guy is such a moron.
Wait a minute, hey MAGA there's plenty of jobs to be had! Go get me some sorghum!",1 month ago,The Late Show with Stephen Colbert,
It takes 6-9 months to raise a laying hen from chick stage; If a possum or racoon or dog doesn¡¯t get it.,1 month ago,The Late Show with Stephen Colbert,
I'd take that abandoned pick up,1 month ago,The Late Show with Stephen Colbert,
"I am quoting....
Trump is playing golf
Vance is skiing? and 
Zelensky is fighting.",1 month ago,The Late Show with Stephen Colbert,
"The last top dog, not DOGE, was senile.  This top dog appears to be senile as well.  Maybe have another election, maybe third time lucky.",1 month ago,The Late Show with Stephen Colbert,
Wow WSJ - that¡¯s a big dis!,1 month ago,The Late Show with Stephen Colbert,
Having fun trump supporters? :),1 month ago,The Late Show with Stephen Colbert,
Hahahaha but than they paused,1 month ago,The Late Show with Stephen Colbert,
"In Minions Trump's chicken defense, they said they want to come back to 1800. That's a step wait for the beef, pork, turkey rental!!!",1 month ago,The Late Show with Stephen Colbert,
"Trump is the best , the biggest  LIAR IN THE WORLD.",1 month ago,The Late Show with Stephen Colbert,
Trump set the record for any speech to Congress that had the greatest portion of lies that occupied any such speech. Not even 4 minutes of truth in the entire 90 minutes of any specch!!!,1 month ago,The Late Show with Stephen Colbert,
"Trump is a joke that kills.  Americans and the world will suffer under his rule.  70-80K laid of from VA will mean our veterans will suffer, people who have gave their lives, bodies, and minds to defend this country are being pushed away to the way side to make room for the rich and corporations.  Americans are stupid as a whole and will not do anything to oppose Trump or his lackeys until it's too late.  Wake up!!  Life is not going to be better for everyday Americans, only the rich.",1 month ago,The Late Show with Stephen Colbert,
¡°He¡± looks angry?,1 month ago,The Late Show with Stephen Colbert,
One of the greatest monologues,1 month ago,The Late Show with Stephen Colbert,
Congratulations America.  You have spawned the dumbest leader ever in the history of the world.,1 month ago,The Late Show with Stephen Colbert,
New drag name: Lisa Chicken,1 month ago,The Late Show with Stephen Colbert,
"I got a dog food ad during this, when they keep saying ""pause"" over & over. The image is a white dog laying out with one...paw...in the air.",1 month ago,The Late Show with Stephen Colbert,
Ludnick makes my skin crawl.  Can any woman even imagine waiting for that disgusting thing to come home to you?,1 month ago,The Late Show with Stephen Colbert,
"Kimmel is more bawdy, but funnier. Not denying Colbert's intellect, but he is a bit contrived,  at times.",1 month ago,The Late Show with Stephen Colbert,
"He didn¡¯t impose those tariffs on Canada and Mexico. He imposed them on Americans importing from Canada and Mexico. I¡¯ve heard him twice deny that that is the case, but again he is either misinformed or lying.",1 month ago,The Late Show with Stephen Colbert,
Stephen. Fire your writers..you used to be hilarious. Now so much! Sad to say because I love you.,1 month ago,The Late Show with Stephen Colbert,
"?? Y'all are just setting yourselves up to be mad. And, since they are dismantling the deep state there are no resources or democrat operatives to sabotage the outcome. Everyone on this side already knows prices will fluctuate upward temporarily, all this video proves is that none of you understand what he is doing and only know what people like colbert tell you to think.",1 month ago,The Late Show with Stephen Colbert,
"No solo producimos tequila, gringo simplista. Tenemos f?bricas de autos, equipo electr?nico, electrodom?sticos, software, etc.",1 month ago (edited),The Late Show with Stephen Colbert,
"Chickens are like $20-$50 each, why would anybody rent???",1 month ago,The Late Show with Stephen Colbert,
united states of absurd...,1 month ago,The Late Show with Stephen Colbert,
"It¡¯s fascinating that when you post ¡°He is an idiot,¡± 75% of people instantly know who you¡¯re referring to. Whether they agree or not is beside the point?that¡¯s got to be a record.",1 month ago,The Late Show with Stephen Colbert,
"Tariffs work, that is why Canada used them on the USA to promote their own production of several products. This is going to age badly. Like they laughed saying he couldn¡¯t win and won twice. When they see companies coming back, they will notice it. Ofcourse prices will go up initially but they should later be more to accord of quantity and demand produced in the USA. Believe me I don¡¯t like for Trump to put such high tarrifs in Mexico, because I am Mexican, but some tariffs will pressure some companies to come back, and they will. I think Canada has more unfair trading than Mexico, so I think in Mexico there should be more negotiations to work out a deal that benefits both countries. The Mexican president wants that.",1 month ago (edited),The Late Show with Stephen Colbert,
it worked so well 100 years ago. Good luck with that.,1 month ago,The Late Show with Stephen Colbert,
If I was a Trump voter¡¦I would feel so ashamed of myself.,1 month ago,The Late Show with Stephen Colbert,
DUMBEST Trump\Elon Musk\JD Vance EVER. They are really know how to MAGA!!!,1 month ago,The Late Show with Stephen Colbert,
"Americans escape Tyranny, Fascism, Political Daily Shit Show & insane Inflation =  Move to Thailand, where life cost 72% less than in the USA & you can find 30 Organic Free range eggs for 100 Baths or $2,97 
Or 10 cents per EGG???",1 month ago (edited),The Late Show with Stephen Colbert,
https://youtu.be/L30RNRAtMnY?si=38ONjjRbniLZWJ7L,1 month ago,The Late Show with Stephen Colbert,
Water,1 month ago,The Late Show with Stephen Colbert,
"Sorghum is a cereal grain. It is the world's fifth-most important cereal crop after rice, wheat, maize, and barley.",1 month ago,The Late Show with Stephen Colbert,
"Eggs are $7.50 Cdn ($5,24 US) for large here today. WHAT ya all paying?",1 month ago,The Late Show with Stephen Colbert,
Orange face will fold like cheap lawn chair.  He's manipulating the markets for his families benefit. Long and Short.,1 month ago,The Late Show with Stephen Colbert,
"Hey Trump, XL pipeline WILL be COMPLETED, but WILL join Trans Mtn., & Pacific for sale to Asia. The Keystone extension WILL go EAST to the Atlantic tidewater, for sale to OUR trusted friends & reliable allies in the EU & beyond. BUT, NO SOUTHERN EXTENSION! We'll get 30% more $ for oil/LNG than YOU paid, so we can beef up our NATO force & BUY EUROPEAN FIGHTERS & naval assets! Ya need nothing, OK, fine! Ya get nothing that can & will be diverted. Other markets for everything are already being sought & FOUND for ALL we sell YOU. Ya LOST the oil/LNG, now watch copper, nickel & rare earth mineral's that YA WILL LOSE for yourself along with the TRUST & good faith of Canadians. Keep it up MAC!",1 month ago,The Late Show with Stephen Colbert,
???????¢¾?,1 month ago,The Late Show with Stephen Colbert,
I don't think you guys realise you are now a Russian sattalite state. You have blindley walked in to it and the Canada thing was just a big distraction so you wouldn't notice.,1 month ago,The Late Show with Stephen Colbert,
